timestamp,vehicle_id,label,route_id,trip_id,latitude,longitude,bearing,current_stop_sequence,stop_id
1457862785,3124,,,,52.154655,-0.46318346,174.0,0,
1457862790,3125,SCFensOVD-15812,,,52.24254,0.10965333,0.0,0,
1457862794,3127,SCFensOVD-15814,,,52.32036,-0.06642333,312.0,0,
1457862785,3138,SCFensOVD-15199,,,52.289783,0.06210389,114.0,0,
1457862785,3559,,,,52.213528,0.12158665,258.0,0,
1457862784,3601,WP-WD402 RAU,,,52.275356,-0.01074093,234.0,0,
1457862788,3612,WPB-WG101 BG59,WPB-C,1345008-20151221-22000909,52.32016,-0.06576967,354.0,15,20712
1457862785,3647,WPB-WG102 HFA,,,52.195698,0.13049468,330.0,0,
1457862779,3801,,FECS-X1,943881-20150125-20170305,52.728683,0.331058,264.0,4,11177
1457862791,3802,,FECS-X1,944148-20150125-20170305,52.597313,-0.2091,180.0,0,
1457862790,3807,,FECS-X1,944009-20150125-20170305,52.61241,1.215258,144.0,11,36677
1457862803,3808,,FECS-X1,943865-20150125-20170305,52.670334,0.167678,0.0,1,29116
1457862780,3812,,FECS-X1,943735-20150125-20170305,52.66996,0.805875,246.0,7,10874
1457862779,3814,,FECS-X1,943722-20150125-20170305,52.656727,0.636715,126.0,8,10955
1457862543,3816,,FECS-X1,944164-20150125-20170305,52.623158,1.606995,270.0,0,
1457862795,3817,,,,52.6242,1.293287,306.0,0,
1457862784,4002,,,,52.137184,-0.47223517,234.0,0,
1457862784,4010,,,,52.137543,-0.47108576,294.0,0,
1457862785,4011,,,,52.135662,-0.46864322,258.0,0,
1457862785,4044,,,,52.071594,-0.39335585,150.0,0,
1457862784,4046,,,,52.137363,-0.47252253,294.0,0,
1457862785,4052,,,,52.13324,-0.49134436,342.0,0,
1457862787,4053,,,,52.129566,-0.4621777,174.0,0,
1457862788,4054,,,,52.130016,-0.4608846,186.0,0,
1457862789,4055,,,,52.129566,-0.4621777,354.0,0,
1457862784,4058,,,,52.129208,-0.46232137,210.0,0,
1457862785,4059,,,,52.13575,-0.4666317,102.0,0,
1457862785,4079,,,,52.153225,-0.41203403,162.0,0,
1457862799,13021,,SCNH-X47,1495551-20160222-20161223,52.270786,-0.77007,252.0,21,20617
1457862796,13050,,SCNH-X4,1496157-20160222-20161223,52.49079,-0.696777,90.0,2,19936
1457862797,13052,,SCNH-X47,1495607-20160222-20161223,52.304058,-0.595052,30.0,33,4198
1457862788,13057,,SCNH-X47,1495499-20160222-20161223,52.257587,-0.83517,324.0,11,20251
1457862787,13128,,SCNH-16,1483433-20160222-20161223,52.244637,-0.871178,36.0,31,19570
1457862797,13130,,SCNH-1,1484973-20160222-20161223,52.238697,-0.898408,126.0,0,
1457862782,13131,,SCNH-9B,1492819-20160222-20161223,52.238396,-0.897247,342.0,18,113719
1457862799,13141,,SCNH-1,1484971-20160222-20161223,52.254173,-0.836893,66.0,13,19770
1457862788,13146,,SCNH-1,1485295-20160222-20161223,52.27028,-0.81028,84.0,1,12060
1457862797,13148,,SCNH-1,1485293-20160222-20161223,52.261322,-0.833558,180.0,16,19781
1457862794,13159,,SCNH-7A,1491783-20160222-20161223,52.250107,-0.880415,168.0,25,12152
1457862784,13161,,SCNH-16,1483670-20160222-20161223,52.25207,-0.829428,18.0,8,19550
1457862787,13166,,SCNH-X7,1496333-20160222-20161223,52.40509,-0.918383,318.0,18,23280
1457862789,13173,,SCNH-X7,1496666-20160222-20161223,52.195583,-0.889958,66.0,4,19510
1457862786,13176,,SCNH-16,1483431-20160222-20161223,52.24941,-0.824885,180.0,26,19554
1457862782,13188,,,,52.38752,-1.237572,180.0,0,
1457862779,13189,,,,52.36528,-1.295497,204.0,0,
1457862787,13192,,,,52.365284,-1.26509,192.0,0,
1457862803,13199,,,,52.37398,-1.262673,318.0,20,22956
1457862615,13222,,SCNH-50,1489329-20160222-20161223,52.329075,-0.617032,120.0,24,20161
1457862800,13236,,,,52.635204,-1.129632,72.0,0,
1457862799,13246,,,,52.575798,-1.314398,264.0,0,
1457862801,13255,,SCNH-3,1486672-20160222-20161223,52.369175,-1.252542,114.0,3,28235
1457862788,13261,,,,52.373753,-1.26935,222.0,0,
1457862797,13297,,SCNH-16,1483666-20160222-20161223,52.253994,-0.900422,336.0,36,12050
1457862791,13304,,SCNH-14,1482620-20160222-20161223,52.212044,-0.904687,96.0,19,19489
1457862789,13306,,SCNH-16,1483435-20160222-20161223,52.24016,-0.895927,84.0,26,12062
1457862801,13312,,SCNH-8,1492461-20160222-20161223,52.238598,-0.897472,0.0,40,113714
1457862798,13313,,SCNH-12,1482214-20160222-20161223,52.243565,-0.915507,234.0,14,12167
1457862792,13314,,SCNH-12,1482411-20160222-20161223,52.238895,-0.898693,234.0,20,113720
1457862793,13315,,SCNH-12,1482212-20160222-20161223,52.22802,-0.897302,264.0,24,12094
1457862785,13317,,SCNH-12,1482413-20160222-20161223,52.221745,-0.92439,270.0,1,12056
1457862592,13323,,SCNH-D3,1493293-20160222-20161223,52.229595,-1.079208,330.0,22,23264
1457862797,13324,,SCNH-D2,1493129-20160222-20161223,52.26064,-1.164672,24.0,33,22956
