timestamp,vehicle_id,label,route_id,trip_id,latitude,longitude,bearing,current_stop_sequence,stop_id
1457864910,30,CBL-569,,,51.88369,-0.4207984,306.0,0,
1457864914,73,CBL-706,CBL-B,1440557-20160222-20161231,51.88575,-0.44062597,114.0,33,111909
1457864917,102,,,,51.914154,-0.17180414,222.0,0,
1457864916,105,,,,51.90161,-0.20283863,270.0,0,
1457864880,137,ATS-3618,,,51.904476,-0.38401678,6.0,0,
1457864861,155,,,,51.873745,-0.39436162,282.0,0,
1457864920,187,,,,51.544712,-0.17597081,138.0,0,
1457864920,189,,,,51.709675,-0.37812597,210.0,0,
1457864910,191,,,,51.887722,-0.50858575,162.0,0,
1457864910,193,,,,51.89202,-0.45714897,282.0,0,
1457864910,194,,,,51.884136,-0.39666045,42.0,0,
1457864910,230,,,,51.9017,-0.50269496,54.0,0,
1457864910,257,,,,52.5543,-0.22740759,354.0,0,
1457864912,264,,,,52.559498,-0.2299938,246.0,0,
1457864912,268,,,,52.55663,-0.2649076,354.0,0,
1457864911,269,,,,52.546505,-0.27927542,246.0,0,
1457864910,271,,,,52.550537,-0.26174667,66.0,0,
1457864854,300,-AF52VMD,,,52.237183,0.11037975,150.0,0,
1457864910,302,-FE51RBU,,,52.186558,0.15377057,282.0,0,
1457864912,303,-FE51RCU,,,52.201073,0.12546596,294.0,0,
1457864911,307,-H13 WCL,,,52.25618,0.01741999,282.0,0,
1457864911,308,-H14 WCL,,,52.194084,0.13696021,210.0,0,
1457864912,309,-H16 WCL,,,52.20161,0.1251786,150.0,0,
1457864911,320,-LN51 AZL,,,52.120697,0.16914412,42.0,0,
1457864913,321,-LN51 AZW,,,52.218277,0.11109814,6.0,0,
1457864912,322,-P343ROO,,,52.287365,0.12115561,66.0,0,
1457864880,324,-P348ROO,,,52.210304,0.15664412,210.0,0,
1457864928,325,-P721 GND,,,52.186466,0.18681653,6.0,0,
1457864818,334,,,,52.21541,0.16339698,354.0,0,
1457864880,335,-W124 EON,,,52.1896,0.1869602,30.0,0,
1457864913,337,-W202 EON,,,52.22939,0.13423033,54.0,0,
1457864912,339,-W476MKU,,,52.229836,0.15836826,6.0,0,
1457864910,343,-W992BDP,,,52.207973,0.12359814,6.0,0,
1457864912,347,-X474 AHE,,,52.21801,-0.07826967,90.0,0,
1457864910,349,-X605 EGK,,,52.18521,0.16282228,102.0,0,
1457864405,354,-BF63 HFA,,,52.12948,-0.4621777,198.0,0,
1457864878,380,,,,52.1948,0.13150044,138.0,0,
1457864647,398,,,,52.129566,-0.46232137,342.0,0,
1457864918,401,,,,52.13826,-0.47223517,6.0,0,
1457864918,402,,,,52.221146,-0.28803977,6.0,0,
1457864919,404,,,,51.98611,-1.0549937,282.0,0,
1457864918,406,,,,52.20349,0.12877056,318.0,0,
1457864919,409,,,,52.039246,-0.78487885,318.0,0,
1457864919,411,,,,52.04265,-0.7534133,138.0,0,
1457864859,413,,,,51.881897,-0.41361448,270.0,0,
1457864918,414,,,,52.13745,-0.4715168,174.0,0,
1457864919,416,,,,52.129745,-0.46189034,282.0,0,
1457864919,418,,,,51.898296,-1.153557,210.0,0,
1457864910,423,,,,52.13763,-0.47166047,6.0,0,
1457864910,425,,,,52.114246,-0.4976662,294.0,0,
1457864922,500,,,,52.482613,-0.71361446,246.0,0,
1457864923,505,,,,52.257168,-0.90053976,174.0,0,
1457864923,507,,,,52.229656,-0.92180413,90.0,0,
1457864923,509,,,,52.273655,-0.9094478,126.0,0,
1457864910,514,,,,52.234856,-0.9358846,342.0,0,
1457864910,521,,,,52.297935,-0.68875813,150.0,0,
1457864911,522,,,,52.29731,-0.6884708,318.0,0,
1457864911,529,,,,52.15842,-0.96462023,198.0,0,
1457864912,537,,,,52.289066,-0.8522639,342.0,0,
